age,gpa,application_order,study_time_week,daytime/evening_classes,attendance,extracurriculars,previous_qualification,displaced,entertainment_hours,work,average_sleep,mental_health
18,1.77,1,5.540508977392486,0,11.0,0,15,1,7.0,1,6,5.575
15,1.99,4,17.246698328794633,0,14.0,0,11,0,3.0,1,9,5.0249999999999995
18,0.75,6,5.669222985281584,1,24.0,0,12,0,3.0,0,8,8.125
17,1.49,4,13.735114405638178,1,17.0,0,13,0,7.0,1,7,6.2749999999999995
15,2.16,5,13.48439264894794,1,13.0,1,1,0,7.0,1,9,4.6
15,3.11,3,4.429870977192801,1,5.0,1,8,0,6.0,0,5,2.2250000000000005
16,2.0,2,0.6959839973670023,0,11.0,1,11,0,6.0,0,6,5.0
18,1.36,5,8.184991475707946,1,19.0,0,2,0,4.0,1,7,6.6
16,1.31,6,5.783863039317394,1,22.0,1,6,0,5.0,0,6,6.725
17,0.59,6,16.179554992274173,0,29.0,0,15,0,4.0,0,8,8.525
15,0.68,3,16.007283769106905,1,29.0,0,13,0,2.0,1,7,8.299999999999999
15,2.82,3,9.14047904385251,0,5.0,0,5,0,7.0,0,6,2.95
15,0.74,6,12.13024450646438,0,25.0,0,8,0,2.0,0,8,8.149999999999999
17,0.73,3,12.085190319738505,0,29.0,1,11,0,8.0,0,7,8.175
17,2.93,3,16.543162968552465,0,8.0,1,3,0,6.0,1,6,2.675
16,0.55,6,8.50004828246395,0,29.0,1,2,0,4.0,1,7,8.625
16,1.3,2,5.5089335958101815,0,24.0,1,11,1,6.0,1,5,6.75
16,1.19,1,5.30069836281095,1,25.0,1,11,0,7.0,0,6,7.025
18,3.33,2,10.723845585644083,0,3.0,0,13,0,8.0,0,7,1.6749999999999998
15,1.49,6,8.98296405464425,0,16.0,0,8,0,7.0,0,7,6.2749999999999995
15,3.31,5,8.802415419698724,1,1.0,1,12,0,2.0,1,8,1.7249999999999999
16,1.61,1,1.8227467817941445,0,15.0,0,5,0,4.0,1,6,5.975
15,2.06,2,14.372074813803913,0,23.0,1,2,0,2.0,0,9,4.85
16,1.67,6,4.274733759638214,0,13.0,0,12,0,4.0,1,7,5.825
18,0.49,2,3.9390726041744273,0,25.0,0,14,0,2.0,1,4,8.774999999999999
18,2.23,5,8.255166405547868,0,7.0,0,2,0,7.0,1,7,4.425
17,2.26,4,4.555566832356028,0,13.0,1,5,0,7.0,1,7,4.3500000000000005
18,3.45,3,11.677165346160308,0,1.0,0,11,0,6.0,0,5,1.3749999999999996
16,2.16,6,7.42926678668943,0,15.0,1,2,1,5.0,0,7,4.6
18,2.75,2,8.978234451855801,0,3.0,0,14,1,5.0,0,4,3.125
17,3.32,3,10.743386432080577,0,0.0,1,15,0,5.0,0,5,1.7000000000000004
15,0.91,5,4.070710449636097,0,22.0,0,6,0,5.0,1,7,7.725
16,1.17,3,3.115032457310596,0,19.0,0,14,0,7.0,1,6,7.075
15,1.22,2,17.608438057472096,0,26.0,0,9,0,5.0,0,8,6.950000000000001
17,2.33,1,8.674474056628421,1,13.0,0,15,0,8.0,0,7,4.175
17,2.84,5,8.241872192650783,1,7.0,0,6,0,5.0,1,6,2.9000000000000004
17,0.97,4,0.7122430054568296,0,24.0,1,1,0,8.0,0,6,7.575000000000001
15,0.86,6,9.959526051747863,0,27.0,0,11,0,6.0,0,5,7.8500000000000005
15,0.95,4,11.083394432220002,0,24.0,0,9,0,9.0,0,4,7.625
15,3.24,3,11.17681741909333,1,2.0,0,7,0,7.0,0,8,1.8999999999999995
15,2.53,3,14.140623386457689,1,4.0,0,15,0,6.0,0,6,3.6750000000000007
17,2.77,2,3.549636699820236,0,5.0,0,2,0,4.0,0,6,3.075
17,0.95,3,5.044462684612377,1,21.0,0,10,1,4.0,1,8,7.625
16,1.32,3,16.214609304608253,1,25.0,0,15,0,6.0,0,5,6.699999999999999
16,3.32,4,18.94341233686788,0,7.0,0,8,0,4.0,1,6,1.7000000000000004
15,2.33,5,2.7186549473464128,1,5.0,0,1,1,5.0,1,6,4.175
18,2.91,5,9.952991090104364,0,5.0,1,15,1,9.0,1,4,2.7249999999999996
18,3.34,3,4.2835250547917365,1,3.0,0,0,0,4.0,1,7,1.6500000000000004
17,2.17,3,1.2014633670996488,0,6.0,0,6,0,3.0,1,6,4.575
17,0.21,1,6.510066762522708,1,29.0,0,5,0,5.0,1,7,9.475
17,0.0,2,2.873752503684255,1,29.0,0,15,0,5.0,0,6,10.0
16,0.89,3,14.198661468684923,0,23.0,0,6,0,4.0,0,6,7.7749999999999995
16,1.83,1,10.674508273428888,1,18.0,1,8,0,5.0,0,4,5.425
17,2.47,5,2.8766894198062176,1,6.0,0,8,1,6.0,1,5,3.8249999999999993
17,2.65,5,0.1848317681102873,1,2.0,1,8,1,6.0,1,6,3.375
17,3.16,5,16.163140980484254,0,7.0,0,11,0,5.0,0,7,2.0999999999999996
18,2.91,1,3.5238881232849506,0,0.0,1,7,0,6.0,1,7,2.7249999999999996
16,3.73,6,12.12433284441532,0,0.0,1,6,1,5.0,0,9,0.675
18,2.11,1,6.738438261534911,1,13.0,0,10,0,8.0,0,4,4.7250000000000005
18,2.55,3,11.709718766300712,0,5.0,0,9,0,4.0,1,6,3.6250000000000004
17,2.12,6,6.31307253964648,1,9.0,0,12,1,3.0,1,4,4.699999999999999
17,0.48,1,1.7387912138450834,0,24.0,1,2,0,9.0,1,4,8.8
15,0.0,2,4.459000171155072,0,27.0,0,10,0,4.0,0,8,10.0
15,1.81,4,3.761171329581512,0,13.0,0,10,0,6.0,1,9,5.475
18,2.67,1,8.560387048792876,1,3.0,0,6,0,6.0,1,5,3.325
16,3.1,6,13.165675668523146,1,5.0,0,3,0,3.0,1,7,2.25
17,2.43,1,5.276121498927151,0,15.0,1,0,0,3.0,1,9,3.925
17,0.59,2,0.241398706012359,0,27.0,1,14,0,6.0,1,7,8.525
18,1.42,1,10.378747285295136,1,20.0,0,1,0,5.0,0,5,6.45
15,1.36,1,12.11518978717944,0,27.0,0,6,0,4.0,0,7,6.6
16,3.52,3,19.257409880036192,1,0.0,0,2,0,5.0,1,7,1.2
15,3.06,5,11.789416061864936,1,5.0,1,8,0,5.0,1,6,2.3499999999999996
15,2.57,5,9.423451187562836,0,8.0,1,15,0,7.0,1,7,3.575
15,2.13,3,11.468032517954075,0,14.0,0,3,0,6.0,1,4,4.675000000000001
15,2.3,1,18.55801259724054,0,11.0,0,9,0,5.0,1,6,4.25
17,3.35,2,16.567562912032926,0,2.0,1,14,0,4.0,0,6,1.6249999999999998
17,2.25,4,6.45957466727616,1,10.0,0,7,0,4.0,0,7,4.375
15,2.06,1,4.745087273142746,0,14.0,0,12,0,6.0,0,4,4.85
16,2.71,1,5.252672247321472,1,2.0,0,13,1,6.0,0,8,3.225
18,1.82,6,10.08842079430426,0,13.0,0,15,0,6.0,0,4,5.449999999999999
16,3.26,1,14.880989024571557,0,1.0,0,14,0,8.0,0,6,1.8500000000000005
16,0.74,3,10.06438414365924,0,28.0,1,7,0,4.0,0,7,8.149999999999999
16,2.94,2,1.3559279165622518,0,3.0,0,4,0,4.0,0,6,2.6500000000000004
15,0.45,1,14.471614008799618,1,25.0,0,9,1,4.0,1,6,8.875
17,1.84,3,16.119402573419077,1,18.0,0,0,1,9.0,0,7,5.4
16,1.9,4,5.789957302394393,0,11.0,1,6,0,6.0,0,9,5.25
15,3.38,5,13.282514785667008,0,1.0,0,3,0,10.0,0,8,1.5500000000000003
16,1.67,4,8.531838021087868,1,16.0,0,14,0,6.0,0,5,5.825
16,3.31,1,17.782387114548857,1,2.0,0,0,0,8.0,1,9,1.7249999999999999
15,2.76,4,16.904511163214796,1,9.0,1,2,0,7.0,0,7,3.1000000000000005
17,2.04,1,10.508639966192844,1,15.0,0,6,0,5.0,1,9,4.9
17,1.49,3,13.83011091627189,1,21.0,0,4,0,8.0,0,7,6.2749999999999995
18,2.87,3,17.66699402044208,0,8.0,0,15,0,5.0,0,6,2.8249999999999997
15,2.02,1,9.91434020156551,0,10.0,0,8,0,6.0,1,5,4.95
18,1.07,2,6.265014809776439,1,20.0,1,4,0,7.0,1,5,7.324999999999999
18,2.61,6,15.073322758191626,1,14.0,1,5,0,2.0,1,7,3.4750000000000005
18,3.36,4,4.401325095693835,1,2.0,0,15,0,4.0,0,7,1.6000000000000003
17,2.13,1,7.770622960120841,0,15.0,0,12,0,6.0,0,8,4.675000000000001
15,1.05,6,17.314544742135872,1,29.0,0,9,1,4.0,1,8,7.375
18,1.58,6,14.4884468053863,0,20.0,0,7,0,5.0,0,5,6.05
15,1.4,4,8.076220104949986,1,20.0,1,8,1,5.0,1,4,6.5
15,1.17,4,4.294890048167148,0,20.0,0,0,0,4.0,0,8,7.075
17,0.96,6,7.119367816644731,0,27.0,0,10,0,3.0,1,9,7.6
18,2.31,1,5.68208298454866,0,11.0,1,2,0,5.0,0,6,4.225
18,0.94,3,3.5217857588770785,1,22.0,0,13,1,6.0,0,5,7.65
15,2.94,3,14.866658271313131,0,4.0,0,15,0,4.0,0,6,2.6500000000000004
16,2.77,5,5.041397737003431,1,6.0,1,10,0,3.0,1,8,3.075
17,3.03,1,9.083349403355276,0,8.0,1,6,0,4.0,1,7,2.4250000000000007
17,1.54,1,7.717188936722181,1,20.0,1,5,0,6.0,0,8,6.15
17,2.5,1,19.641547572712614,1,17.0,1,3,0,6.0,0,6,3.75
17,1.62,2,7.82184488296441,1,20.0,0,5,1,7.0,0,4,5.949999999999999
18,2.21,4,1.599649655935096,0,7.0,0,10,0,8.0,1,7,4.475
18,1.8,1,1.7965150514416806,0,11.0,0,10,0,6.0,0,4,5.5
16,1.57,1,11.815074427061296,1,19.0,1,7,0,5.0,1,9,6.074999999999999
17,2.92,2,11.987271034765312,1,1.0,0,4,0,2.0,0,9,2.7
17,2.52,4,8.3751798096531,1,9.0,0,7,0,8.0,1,6,3.7
15,1.49,3,8.636873846240594,0,18.0,1,10,0,6.0,0,7,6.2749999999999995
18,1.66,2,1.0786516568174245,0,8.0,0,1,0,3.0,1,7,5.85
17,0.77,2,10.330930207785244,1,24.0,0,13,0,8.0,0,6,8.075
16,0.89,6,10.094789507607034,1,23.0,0,9,0,7.0,1,8,7.7749999999999995
16,2.22,3,2.9909863711388907,0,7.0,0,3,1,4.0,1,5,4.449999999999999
18,0.65,1,2.076787722218552,0,23.0,0,14,1,4.0,0,7,8.375
16,0.97,4,2.47144981198981,0,23.0,0,5,0,2.0,1,7,7.575000000000001
16,0.34,5,2.0205649298251704,0,23.0,0,8,0,5.0,1,4,9.15
18,2.77,2,12.194163910735195,0,0.0,0,10,0,5.0,1,4,3.075
17,2.5,1,3.929653048058373,0,5.0,0,12,0,7.0,1,5,3.75
17,2.08,5,5.0286030437492695,1,11.0,0,11,0,5.0,0,7,4.8
16,0.77,2,3.4714428830287947,0,24.0,0,11,0,4.0,1,7,8.075
16,0.99,1,19.15670608897006,0,23.0,0,12,0,9.0,1,7,7.5249999999999995
17,1.38,5,17.09234926303671,0,18.0,0,5,0,4.0,0,9,6.550000000000001
18,0.48,1,4.609896747030417,0,26.0,1,6,0,9.0,1,6,8.8
16,1.84,1,6.55132587844252,0,16.0,1,15,0,8.0,0,8,5.4
15,2.92,2,4.197856846099944,1,1.0,0,5,0,5.0,0,6,2.7
18,2.29,4,9.837519189216476,1,10.0,0,3,0,3.0,1,9,4.275
16,0.82,1,0.3922106494850719,0,17.0,0,0,0,6.0,0,6,7.95
16,1.47,1,13.427360177935912,0,22.0,1,1,1,6.0,1,5,6.325000000000001
15,0.65,1,10.463162996352832,0,27.0,1,7,0,7.0,0,7,8.375
15,1.83,2,17.972778566022065,0,21.0,0,6,0,8.0,0,8,5.425
17,2.17,5,3.287853686568283,0,10.0,1,6,0,7.0,1,7,4.575
18,1.81,2,16.082184921222634,0,17.0,1,13,1,4.0,0,8,5.475
18,3.01,6,15.839220289334314,1,7.0,0,15,0,6.0,1,7,2.4750000000000005
17,2.14,4,2.5436237843377385,0,14.0,0,2,0,6.0,0,8,4.6499999999999995
18,2.3,3,7.971184482882552,1,8.0,0,5,0,3.0,1,9,4.25
18,1.5,1,3.403052822890338,1,14.0,0,7,0,5.0,1,4,6.25
18,2.53,1,5.0944100091509785,0,6.0,0,12,1,8.0,1,6,3.6750000000000007
18,1.38,2,5.264923496610887,1,19.0,1,9,0,8.0,0,7,6.550000000000001
18,2.46,2,11.124727880515454,1,12.0,0,13,0,7.0,0,9,3.85
15,2.14,6,8.22821863520931,1,12.0,0,7,1,3.0,1,9,4.6499999999999995
18,3.48,5,18.954656080126107,1,0.0,1,9,0,7.0,0,4,1.3
15,1.14,3,2.527402838940102,0,19.0,0,14,0,5.0,0,6,7.15
18,3.32,5,19.47384269700397,0,3.0,0,8,0,6.0,1,6,1.7000000000000004
17,0.95,5,4.612772804285279,0,23.0,0,10,0,5.0,0,6,7.625
16,3.36,6,15.457478727637062,0,3.0,0,11,0,6.0,0,5,1.6000000000000003
15,3.58,2,6.779398523456428,1,3.0,0,15,0,2.0,0,7,1.0499999999999998
18,2.27,2,2.861627908346278,0,12.0,1,9,0,5.0,1,6,4.325
17,3.39,1,17.1577837049248,1,1.0,0,9,0,4.0,1,6,1.5249999999999997
16,0.42,4,6.177217984729264,1,27.0,0,4,0,5.0,1,8,8.95
15,0.84,6,13.177108084536844,0,25.0,0,5,0,4.0,1,5,7.9
16,1.29,3,11.328873701732531,0,22.0,1,5,0,3.0,0,6,6.775
17,2.13,4,9.435126187817486,1,14.0,1,11,0,5.0,0,7,4.675000000000001
15,3.31,2,9.91638945297078,1,3.0,1,5,0,7.0,1,6,1.7249999999999999
16,0.96,4,14.644758281845752,1,26.0,0,4,1,9.0,0,9,7.6
18,2.54,2,1.7554582824688114,1,5.0,1,9,0,6.0,1,4,3.65
15,3.01,3,13.363613239158102,1,2.0,1,4,0,8.0,0,6,2.4750000000000005
16,3.17,2,17.916242027971574,1,6.0,1,7,0,7.0,0,5,2.075
17,1.9,5,1.155763940397283,1,5.0,0,9,0,4.0,1,7,5.25
17,3.03,2,2.813066784673335,1,2.0,0,2,0,5.0,1,7,2.4250000000000007
15,3.46,5,14.332638734040628,0,3.0,0,15,0,4.0,0,8,1.35
16,2.45,3,8.745632964892351,1,9.0,0,13,0,4.0,1,7,3.8749999999999996
15,1.16,4,8.070972416273767,0,29.0,1,10,0,7.0,0,6,7.1
15,0.83,3,2.739332690884717,0,20.0,0,3,1,7.0,0,6,7.925
16,2.4,5,10.135400814355762,1,8.0,0,11,1,5.0,1,7,4.0
16,0.0,2,2.530906223927545,1,29.0,0,8,1,2.0,0,5,10.0
18,2.76,1,9.532409126210808,1,5.0,0,0,0,5.0,1,7,3.1000000000000005
16,0.35,6,15.272305979233137,0,28.0,0,6,0,4.0,0,9,9.125
17,1.68,5,5.16528715774327,1,19.0,0,6,0,7.0,0,5,5.800000000000001
15,0.57,6,9.615723363594546,1,26.0,1,5,0,3.0,1,7,8.575000000000001
15,3.1,1,19.840319387936717,0,10.0,0,11,0,2.0,1,8,2.25
17,2.8,1,13.733008467080746,1,6.0,1,15,0,9.0,1,8,3.0000000000000004
16,2.13,1,16.827135426103972,1,17.0,0,12,0,6.0,1,5,4.675000000000001
17,2.69,2,8.296952131210915,1,3.0,1,9,0,4.0,0,7,3.2750000000000004
17,2.78,1,15.357218462517109,1,4.0,0,7,0,8.0,0,6,3.0500000000000007
18,3.13,1,0.8101834588264367,0,3.0,0,15,0,5.0,1,6,2.1750000000000003
17,2.62,1,2.4582236508449,0,3.0,0,1,0,2.0,1,5,3.4499999999999997
15,0.77,5,4.061411858401243,1,26.0,0,2,0,2.0,0,4,8.075
17,2.27,6,8.03903849230439,0,12.0,0,7,0,3.0,0,6,4.325
15,1.54,1,16.914897566515265,0,15.0,1,7,0,6.0,1,7,6.15
15,1.13,3,6.92532101575861,0,24.0,0,7,0,8.0,1,7,7.175000000000001
15,1.6,2,13.092423870309258,1,13.0,0,8,1,5.0,1,7,6.0
16,3.14,2,14.186285896069668,1,10.0,1,3,0,8.0,1,8,2.1499999999999995
18,0.8,5,11.723647081766828,1,28.0,0,15,0,3.0,0,8,8.0
15,2.97,6,7.144839363402724,1,1.0,0,0,0,6.0,0,9,2.5749999999999993
15,1.56,3,11.541066834270886,1,21.0,1,15,0,5.0,0,10,6.1
16,1.85,3,6.845311855794924,1,13.0,0,11,0,6.0,1,5,5.375
15,0.97,1,1.6774747710402416,1,23.0,1,12,0,5.0,1,5,7.575000000000001
17,1.39,5,19.85607956372029,1,23.0,1,11,0,5.0,0,9,6.525
17,0.24,1,2.543649072650218,0,26.0,1,4,0,5.0,1,9,9.399999999999999
18,2.63,2,1.446967676721147,1,6.0,1,4,0,5.0,1,6,3.4250000000000003
15,0.53,4,17.57061498414312,1,25.0,0,7,0,4.0,1,6,8.674999999999999
16,2.32,2,6.036693217857902,1,10.0,0,12,0,6.0,0,8,4.2
17,2.76,1,13.005939481470152,0,3.0,1,4,1,2.0,0,7,3.1000000000000005
16,2.1,2,6.580114593244657,0,6.0,0,7,0,5.0,0,6,4.75
16,0.75,4,7.829085415889423,0,28.0,0,4,1,4.0,1,7,8.125
17,1.79,1,5.24225944033593,0,15.0,1,2,0,6.0,1,6,5.525
16,0.7,1,6.860880115860204,1,25.0,0,7,0,3.0,0,6,8.25
17,2.46,6,8.214008011730861,1,5.0,0,3,0,6.0,1,7,3.85
16,0.43,1,14.408321381846855,1,26.0,0,8,0,4.0,1,7,8.924999999999999
17,3.02,1,10.230723884695836,1,5.0,0,5,0,4.0,0,5,2.45
15,3.62,1,18.87130434313954,0,1.0,0,14,0,9.0,0,5,0.9499999999999997
18,0.43,5,0.8376078767755102,0,23.0,1,11,1,6.0,0,8,8.924999999999999
17,2.74,1,10.061366452640565,1,7.0,1,9,0,7.0,0,7,3.1499999999999995
17,0.22,1,11.684495776634362,1,29.0,1,2,0,7.0,1,8,9.45
18,1.01,5,18.40393972148548,1,26.0,0,15,0,5.0,0,6,7.4750000000000005
17,2.57,4,0.9831704724285516,1,6.0,0,15,0,7.0,1,8,3.575
17,0.2,2,11.46999169870432,1,26.0,0,3,0,2.0,1,7,9.5
16,0.8,2,17.07259857055914,0,24.0,0,7,0,7.0,1,6,8.0
18,0.54,4,4.838554562384731,0,23.0,0,15,0,5.0,0,5,8.65
15,2.48,6,17.52584697047875,0,13.0,0,6,0,3.0,1,6,3.8
17,1.63,4,0.3808681854858364,0,8.0,0,4,0,5.0,1,8,5.925000000000001
18,2.4,5,14.649092582674594,1,14.0,0,6,0,6.0,1,6,4.0
16,1.27,4,18.66226442337306,0,24.0,1,10,0,7.0,0,9,6.825
15,1.27,4,13.143953232801245,0,21.0,0,7,0,6.0,0,5,6.825
18,1.62,2,8.78058487960896,1,17.0,1,11,0,6.0,1,6,5.949999999999999
15,1.86,2,0.8976203294543605,0,11.0,0,0,0,9.0,0,6,5.35
15,0.64,4,18.40227626645257,0,22.0,0,12,0,5.0,1,6,8.4
15,1.4,5,9.405924453831496,1,18.0,0,4,1,3.0,0,8,6.5
17,1.43,6,0.5799348867189602,1,12.0,0,0,0,4.0,1,5,6.425000000000001
17,2.93,1,13.796421426575238,0,6.0,0,8,0,7.0,1,6,2.675
16,0.63,1,9.636745071525164,1,24.0,0,5,0,9.0,1,5,8.425
16,2.57,6,2.4869063488482146,1,9.0,1,3,0,6.0,1,7,3.575
18,0.4,4,4.285436186205192,0,29.0,0,15,0,5.0,1,6,9.0
16,2.06,4,1.2898136091169254,0,9.0,0,5,0,6.0,1,6,4.85
15,3.12,1,11.485870794171472,1,1.0,0,11,0,6.0,0,8,2.1999999999999997
15,1.92,5,12.440589585040184,0,13.0,0,15,1,6.0,1,9,5.2
17,2.33,1,10.114845967108888,1,12.0,1,6,0,6.0,1,7,4.175
15,1.27,2,16.3420426600523,1,21.0,0,13,0,5.0,0,8,6.825
18,1.07,5,17.220176426160272,0,28.0,0,11,0,7.0,1,4,7.324999999999999
15,2.91,5,12.312487933662531,1,5.0,0,14,1,6.0,0,4,2.7249999999999996
15,2.57,2,0.2551295941486109,1,8.0,1,0,1,5.0,0,7,3.575
18,1.69,6,13.904593114954713,1,12.0,0,10,0,7.0,0,6,5.775
16,2.8,6,8.359984338407031,1,8.0,1,14,0,10.0,0,8,3.0000000000000004
16,1.81,6,11.31114966452774,0,12.0,0,5,0,3.0,1,7,5.475
18,3.34,3,12.981612040377687,0,4.0,1,5,0,7.0,1,5,1.6500000000000004
17,2.18,3,7.004732286541535,1,13.0,1,2,1,6.0,0,6,4.55
15,3.49,5,18.341970103435884,1,4.0,1,0,0,4.0,1,5,1.2749999999999995
18,1.81,4,2.679497334995624,0,8.0,0,14,0,5.0,0,7,5.475
15,2.77,3,13.430236145620748,1,7.0,0,5,1,4.0,1,8,3.075
17,2.44,1,0.0871915991316085,0,6.0,0,7,0,5.0,0,6,3.9000000000000004
15,2.87,5,18.493022108103617,0,7.0,0,2,0,6.0,0,8,2.8249999999999997
18,0.52,5,2.25008266476183,0,21.0,0,7,0,3.0,0,7,8.7
15,2.89,5,1.8976846029514929,0,2.0,1,14,0,5.0,1,7,2.7749999999999995
16,0.71,3,6.660152661044885,1,22.0,0,6,1,2.0,1,5,8.225
17,0.42,5,7.471325720781612,1,23.0,0,6,0,6.0,1,5,8.95
17,2.25,6,4.286001446457572,0,14.0,1,12,0,7.0,0,9,4.375
17,2.72,5,11.702433218542494,1,7.0,0,4,0,6.0,1,5,3.1999999999999993
18,4.0,1,8.858281960839271,1,0.0,1,6,1,6.0,0,5,0.0
17,2.68,2,0.6835117808217483,1,6.0,1,3,0,7.0,0,7,3.3
16,1.85,4,6.393041245106012,1,18.0,1,14,0,5.0,1,9,5.375
18,3.55,5,16.20865827146341,1,1.0,1,0,0,4.0,1,9,1.1250000000000004
16,1.95,2,13.794030697237371,0,13.0,0,15,0,7.0,1,8,5.125
15,1.85,5,14.49741707159761,1,17.0,0,8,0,6.0,0,8,5.375
15,0.88,4,13.962338481670471,1,29.0,0,13,0,7.0,1,5,7.800000000000001
15,1.79,2,6.219460427660666,0,14.0,0,6,0,8.0,1,7,5.525
15,1.86,2,1.9932784415355176,1,13.0,0,8,1,7.0,0,5,5.35
16,0.55,6,5.44934368066192,0,23.0,1,0,0,4.0,0,9,8.625
18,1.58,4,16.635706003703184,1,24.0,0,8,0,3.0,0,6,6.05
18,1.87,2,19.609415955661422,0,18.0,0,15,0,5.0,0,8,5.324999999999999
17,0.52,6,9.876940294831227,1,29.0,1,1,0,6.0,0,6,8.7
16,1.33,3,0.1940070984608444,1,18.0,0,15,0,3.0,0,4,6.675
15,1.62,5,2.8008962426845807,1,21.0,0,13,0,3.0,1,8,5.949999999999999
16,0.38,3,6.441611506325316,0,26.0,0,13,0,5.0,1,10,9.05
17,1.36,2,11.571706971858994,0,25.0,1,5,0,7.0,0,8,6.6
17,1.48,5,1.5018729161062794,0,16.0,1,6,0,5.0,0,7,6.3
16,1.58,2,18.867145974197637,0,21.0,1,2,0,4.0,0,6,6.05
16,0.0,5,7.3016734656880145,0,27.0,0,9,0,9.0,0,8,10.0
16,1.89,1,18.251684358496465,1,18.0,1,7,0,5.0,1,9,5.275
18,0.86,3,15.610436055140436,1,26.0,0,3,0,6.0,1,6,7.8500000000000005
15,1.49,3,15.108745450311623,0,15.0,0,2,0,7.0,0,5,6.2749999999999995
16,1.47,4,12.13439159564464,0,19.0,0,12,0,7.0,1,6,6.325000000000001
16,1.34,5,12.535676341036892,0,24.0,0,6,0,1.0,1,8,6.65
16,1.36,4,12.760064704324964,1,18.0,0,15,0,8.0,0,5,6.6
17,3.83,4,12.57442774051164,0,0.0,1,3,0,5.0,0,7,0.4249999999999998
17,1.6,4,11.074564627967224,0,18.0,0,1,0,8.0,0,7,6.0
18,3.32,4,19.728280369657774,0,6.0,0,6,0,4.0,0,7,1.7000000000000004
15,0.65,4,14.645811348513922,0,28.0,0,14,0,7.0,1,5,8.375
18,1.02,3,15.538927767850424,1,22.0,0,2,0,9.0,1,8,7.45
15,2.44,3,17.449256301673483,1,10.0,0,4,0,6.0,0,5,3.9000000000000004
17,3.15,6,4.312795254516983,0,4.0,1,9,1,4.0,0,6,2.125
17,0.22,5,1.6760831819012156,1,29.0,1,14,0,7.0,0,7,9.45
17,1.81,2,9.657888731971973,0,16.0,1,6,1,6.0,1,6,5.475
18,2.78,2,10.281613912385463,0,10.0,1,15,0,5.0,1,7,3.0500000000000007
16,1.22,6,16.583635598998356,1,23.0,0,10,0,3.0,0,7,6.950000000000001
16,1.1,4,8.875671585646714,1,25.0,1,2,0,9.0,1,6,7.25
17,2.06,6,11.417060510886255,0,7.0,0,12,1,6.0,0,6,4.85
16,2.52,3,10.541418770269166,1,9.0,0,12,0,3.0,0,6,3.7
16,1.97,5,0.7640556751478211,1,11.0,0,15,0,3.0,1,4,5.075000000000001
18,2.84,1,12.30429793193828,1,9.0,0,9,0,7.0,1,5,2.9000000000000004
15,2.2,6,16.560865715485043,0,12.0,0,0,0,6.0,1,8,4.5
17,0.93,1,3.1500109615160765,0,25.0,0,8,0,6.0,1,7,7.675
17,1.84,5,11.886634678531916,1,17.0,0,14,0,3.0,1,8,5.4
18,2.67,6,11.872210888928286,0,9.0,1,15,0,4.0,1,7,3.325
18,1.33,4,3.283699281127175,1,18.0,0,1,0,7.0,1,8,6.675
16,0.75,5,2.4692714746147204,0,19.0,0,12,0,3.0,0,4,8.125
17,1.85,3,19.60103885952969,1,16.0,1,5,0,6.0,0,7,5.375
15,1.54,1,7.874383393060751,0,19.0,0,11,0,6.0,0,6,6.15
18,1.58,4,4.548434574470585,1,15.0,1,10,0,8.0,0,8,6.05
15,2.88,1,3.426490889087499,0,4.0,1,8,0,7.0,0,8,2.8000000000000003
15,3.05,2,13.3520342716647,1,2.0,0,7,0,5.0,1,6,2.3750000000000004
17,0.33,4,12.188905946545576,0,29.0,0,12,0,5.0,0,5,9.175
17,0.61,2,12.871042459748349,1,26.0,0,7,0,9.0,0,8,8.475
18,1.57,2,1.7601205502290451,0,14.0,0,8,0,5.0,1,4,6.074999999999999
17,1.22,4,17.87069166996874,0,25.0,0,15,0,4.0,1,7,6.950000000000001
17,3.02,1,7.785327936180966,0,1.0,0,11,0,6.0,0,7,2.45
17,2.26,1,6.267388128607159,0,12.0,0,2,0,3.0,0,5,4.3500000000000005
15,1.46,5,9.247228944954784,1,21.0,0,6,1,7.0,1,6,6.35
18,2.45,1,7.801321314952565,1,7.0,0,4,0,6.0,0,4,3.8749999999999996
16,1.28,3,17.27154006278292,0,22.0,1,2,0,4.0,0,6,6.799999999999999
15,1.04,3,18.58521950395784,1,26.0,0,14,0,5.0,0,7,7.4
17,1.04,5,6.069064328992124,1,29.0,1,2,0,5.0,1,4,7.4
15,1.57,3,17.278716149199095,1,16.0,0,0,0,4.0,0,9,6.074999999999999
17,2.9,5,15.630462590661342,1,3.0,1,10,0,7.0,1,4,2.75
17,1.82,5,18.61615344689524,1,18.0,0,9,0,7.0,0,7,5.449999999999999
15,0.73,3,4.915006243717757,1,21.0,0,13,0,5.0,0,7,8.175
18,0.9,1,11.539183002419582,1,24.0,0,14,0,6.0,0,7,7.75
17,2.42,4,5.490891694808893,0,8.0,0,1,0,4.0,0,6,3.95
18,1.22,3,16.481889809687484,1,22.0,0,0,0,3.0,1,8,6.950000000000001
16,2.0,1,0.1064838114212851,1,14.0,0,14,0,5.0,1,7,5.0
17,0.62,3,11.29638325772792,0,27.0,0,0,0,6.0,1,4,8.45
18,2.9,1,6.78406862543836,1,8.0,0,11,0,5.0,1,4,2.75
18,1.35,4,6.453674141556405,0,23.0,0,6,0,8.0,1,6,6.625
16,1.35,2,12.89812647729834,0,20.0,0,12,0,3.0,1,4,6.625
18,2.75,4,17.02968898627988,1,8.0,0,13,1,6.0,1,5,3.125
